Hour,DryBulb,ACCFactor,ACCPower,PumpPower,RadiatorPower,IndoorEquipmentPower,ITLoss,MEPLoss,FacilityPower,HourlyPUE
45,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
46,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
47,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
48,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
49,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
50,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
51,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
52,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
53,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
54,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
55,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
56,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
57,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
58,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
59,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
60,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
61,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
62,-1.29,0.34290000000000004,370.33200000000005,54.0,108.0,72.0,112.73741579509351,2.4852810991967544,4679.554696894291,1.1817057315389623
